CAMPUS	ALLRTF	CAD_MATH	CAD_PROGRESS	CAD_READ	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_MAXPTS	CI4_MET	CI4_TOTPTS	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME	RFTED
004901103	N	0	 	0	LIVE OAK 1-3 LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	Y	N	74	50	456	Y	338	.	30	0	Z	.	66	55	400	Y	263	.	75	.	 	.	ARANSAS	004	154	19.3	800	738	472	64	48	6.5	M	 	ARANSAS COUNTY ISD	03	01	01 - 03	E	 	 	02	REGION 02: CORPUS CHRISTI	 
005901001	N	0	0	0	ARCHER CITY H S	 	N	N	N	N	N	N	N	N	N	N	N	87	50	805	Y	703	30	17	1200	Y	364	83	55	1000	Y	828	72	75	400	N	286.8	ARCHER	005	25	10	249	238	73	30.7	0	0	I	0	ARCHER CITY ISD	12	07	07 - 12	S	 	 	09	REGION 09: WICHITA FALLS	 
005901101	N	0	0	0	ARCHER CITY EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	331	Y	275	40	30	800	Y	321	68	55	400	Y	272	.	75	.	 	.	ARCHER	005	28	11.9	236	250	101	40.4	2	0.8	M	 	ARCHER CITY ISD	06	EE	EE - 06	E	 	 	09	REGION 09: WICHITA FALLS	 
005902001	N	0	0	0	HOLLIDAY H S	 	N	N	N	N	N	N	N	N	N	N	N	85	50	930	Y	792	21	17	1200	Y	254	77	55	500	Y	384	89	75	400	Y	355.8	ARCHER	005	25	8.8	285	269	62	23	0	0	M	 	HOLLIDAY ISD	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS	 
005902041	N	1	0	1	HOLLIDAY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	82	50	655	Y	539	38	29	800	Y	303	75	55	1000	Y	746	.	75	.	 	.	ARCHER	005	21	9.7	216	220	64	29.1	0	0	M	 	HOLLIDAY ISD	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS	 
005902101	N	1	1	1	HOLLIDAY EL	 	N	N	N	N	N	N	N	N	N	N	N	85	50	504	Y	427	50	30	800	Y	399	74	55	400	Y	296	.	75	.	 	.	ARCHER	005	35	10.3	341	398	143	35.9	2	0.5	M	 	HOLLIDAY ISD	05	EE	EE - 05	E	 	 	09	REGION 09: WICHITA FALLS	 
005904001	N	1	0	1	WINDTHORST H S	 	N	N	N	N	N	N	N	N	N	N	N	86	50	581	Y	502	23	17	1000	Y	231	80	55	600	Y	482	90	75	300	Y	270.2	ARCHER	005	7	4.2	165	161	66	41	3	1.9	M	 	WINDTHORST ISD	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS	 
005904041	N	1	1	1	WINDTHORST JH	 	N	N	N	N	N	N	N	N	N	N	N	90	50	339	Y	306	44	29	1200	Y	525	87	55	700	Y	612	.	75	.	 	.	ARCHER	005	2	1.7	116	113	50	44.2	3	2.7	M	 	WINDTHORST ISD	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS	 
005904101	N	0	0	0	WINDTHORST EL	 	N	N	N	N	N	N	N	N	N	N	N	88	50	244	Y	215	39	30	800	Y	308	92	55	400	Y	368	.	75	.	 	.	ARCHER	005	8	5.2	154	202	90	44.6	37	18.3	M	 	WINDTHORST ISD	05	PK	PK - 05	E	 	 	09	REGION 09: WICHITA FALLS	 
006902001	N	0	0	0	CLAUDE H S	 	N	N	N	N	N	N	N	N	N	N	N	77	50	657	Y	509	23	17	1000	Y	232	66	55	500	Y	330	99	75	400	Y	396.8	ARMSTRONG	006	24	11.5	209	198	57	28.8	0	0	M	 	CLAUDE ISD	12	06	06 - 12	B	 	 	16	REGION 16: AMARILLO	 
006902101	N	0	0	0	CLAUDE EL	 	N	N	N	N	N	N	N	N	N	N	N	82	50	181	Y	149	31	30	800	Y	249	81	55	400	Y	323	.	75	.	 	.	ARMSTRONG	006	17	12.2	139	168	94	56	3	1.8	M	 	CLAUDE ISD	05	PK	PK - 05	E	 	 	16	REGION 16: AMARILLO	 
007901001	N	0	0	0	CHARLOTTE H S	 	N	N	N	N	N	N	N	N	N	N	N	55	50	533	Y	291	21	17	1000	Y	205	52	55	500	N	260	91	75	400	Y	364.2	ATASCOSA	007	19	12.3	154	139	96	69.1	9	6.5	I	 	CHARLOTTE ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
007901041	N	0	0	0	CHARLOTTE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	60	50	447	Y	269	47	29	800	Y	379	48	55	1000	N	481	.	75	.	 	.	ATASCOSA	007	28	15.4	182	167	127	76	10	6	I	 	CHARLOTTE ISD	08	05	05 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
007901101	N	0	0	0	CHARLOTTE EL	 	N	N	N	N	N	N	N	N	N	N	N	51	50	140	Y	71	26	30	400	N	105	38	55	300	N	115	.	75	.	 	.	ATASCOSA	007	27	17.1	158	196	133	67.9	12	6.1	I	 	CHARLOTTE ISD	04	PK	PK - 04	E	 	 	20	REGION 20: SAN ANTONIO	 
007902001	N	0	0	0	JOURDANTON H S	 	N	N	N	N	N	N	N	N	N	N	N	73	50	1619	Y	1184	18	17	1800	Y	315	67	55	1000	Y	667	87	75	600	Y	524.2	ATASCOSA	007	67	15.7	427	406	195	48	3	0.7	M	 	JOURDANTON ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
007902005	N	 	 	 	ATASCOSA COUNTY JUVENILE JUSTICE	 	N	N	N	N	N	N	N	N	N	N	N	.	50	0	Z	0	.	17	0	Z	.	.	55	0	Z	.	69	75	100	Z	69	ATASCOSA	007	118	100	118	9	4	44.4	0	0	Z	 	JOURDANTON ISD	11	08	08 - 11	S	 	 	20	REGION 20: SAN ANTONIO	 
007902006	N	 	 	 	REASSIGNMENT AND OPPORTUNITY CENTE	 	N	N	N	Y	N	N	Y	N	N	N	N	.	50	0	X	0	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	ATASCOSA	007	.	.	.	3	2	66.7	0	0	X	 	JOURDANTON ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
007902041	N	1	1	1	JOURDANTON J H	 	N	N	N	N	N	N	N	N	N	N	N	81	50	1084	Y	882	46	29	1200	Y	552	74	55	1000	Y	744	.	75	.	 	.	ATASCOSA	007	56	14.5	386	364	192	52.7	4	1.1	M	 	JOURDANTON ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
007902101	N	0	0	1	JOURDANTON EL	 	N	N	N	N	N	N	N	N	N	N	N	75	50	870	Y	653	36	30	1200	Y	426	68	55	800	Y	542	.	75	.	 	.	ATASCOSA	007	87	14.6	594	688	414	60.2	24	3.5	M	 	JOURDANTON ISD	05	PK	PK - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
007904001	N	0	0	0	LYTLE H S	 	N	N	N	N	N	N	N	N	N	N	N	72	50	1979	Y	1434	24	17	1600	Y	376	69	55	1000	Y	690	96	75	600	Y	573.5	ATASCOSA	007	93	16.1	576	531	352	66.3	13	2.4	M	 	LYTLE ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
007904002	N	 	 	 	LYTLE DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	0	X	0	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	ATASCOSA	007	34	100	34	5	3	60	0	0	X	 	LYTLE ISD	11	06	06 - 11	B	 	 	20	REGION 20: SAN ANTONIO	 
007904041	N	0	0	0	LYTLE JUNIOR HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	61	50	1054	Y	644	32	29	1200	Y	378	54	55	1000	N	541	.	75	.	 	.	ATASCOSA	007	63	16	394	371	256	69	30	8.1	I	 	LYTLE ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
007904101	N	0	1	0	LYTLE EL	 	N	N	N	N	N	N	N	N	N	Y	N	66	50	887	Y	588	47	30	1200	Y	569	59	55	800	Y	469	.	75	.	 	.	ATASCOSA	007	89	16	556	487	333	68.4	42	8.6	M	 	LYTLE ISD	05	02	02 - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
007904103	N	 	 	 	LYTLE PRIMARY SCHOOL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	ATASCOSA	007	30	21	143	342	271	79.2	39	11.4	M	 	LYTLE ISD	01	PK	PK - 01	E	007904101	LYTLE EL	20	REGION 20: SAN ANTONIO	 
007905001	N	0	0	0	PLEASANTON H S	 	N	N	N	N	N	N	N	N	N	N	N	65	50	3622	Y	2370	17	17	1800	Y	306	60	55	1000	Y	596	90	75	700	Y	627.7	ATASCOSA	007	175	17.2	1016	962	532	55.3	12	1.2	M	 	PLEASANTON ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
007905005	N	 	 	 	PLEASANTON ISD SCHOOL OF CHOICE	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	.	25	0	Z	0	.	9	0	Z	.	.	30	0	Z	.	100	45	100	Z	72.7	ATASCOSA	007	43	100	43	16	5	31.3	0	0	Z	 	PLEASANTON ISD	12	10	10 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
007905007	N	 	 	 	PLEASANTON ISD REASSIGNMENT AND OP	 	N	N	N	Y	N	N	Y	N	N	N	N	.	50	0	X	0	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	ATASCOSA	007	.	.	.	14	10	71.4	1	7.1	X	 	PLEASANTON ISD	11	07	07 - 11	S	 	 	20	REGION 20: SAN ANTONIO	 
007905041	N	0	0	0	PLEASANTON J H	 	N	N	N	N	N	N	N	N	N	N	N	69	50	1739	Y	1202	34	29	1200	Y	402	60	55	1000	Y	600	.	75	.	 	.	ATASCOSA	007	112	19.5	573	523	315	60.2	9	1.7	M	 	PLEASANTON ISD	08	07	07 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
007905103	N	1	0	0	PLEASANTON EL	 	N	N	N	N	N	N	N	N	N	Y	N	73	50	1169	Y	855	39	30	1200	Y	462	67	55	600	Y	399	.	75	.	 	.	ATASCOSA	007	71	13.2	537	759	506	66.7	21	2.8	M	 	PLEASANTON ISD	04	02	02 - 04	E	 	 	20	REGION 20: SAN ANTONIO	 
007905104	N	1	0	0	PLEASANTON INT	 	N	N	N	N	N	N	N	N	N	N	N	79	50	1324	Y	1051	37	29	1200	Y	439	72	55	600	Y	434	.	75	.	 	.	ATASCOSA	007	76	12.9	587	554	358	64.6	18	3.2	M	 	PLEASANTON ISD	06	05	05 - 06	M	 	 	20	REGION 20: SAN ANTONIO	 
007905105	N	 	 	 	PLEASANTON PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	ATASCOSA	007	84	14.8	566	659	458	69.5	28	4.2	M	 	PLEASANTON ISD	01	EE	EE - 01	E	007905103	PLEASANTON EL	20	REGION 20: SAN ANTONIO	 
007906001	N	0	1	0	POTEET H S	 	N	N	N	N	N	N	N	N	N	N	N	60	50	2002	Y	1194	34	17	1000	Y	338	59	55	1000	Y	586	94	75	400	Y	376.1	ATASCOSA	007	65	11.9	544	499	359	71.9	21	4.2	M	 	POTEET ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
007906003	N	 	 	 	ATASCOSA CO JUVENILE UNIT	 	N	N	N	N	N	Y	Y	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	ATASCOSA	007	6	100	6	1	1	100	0	0	X	 	POTEET ISD	09	09	09 - 09	S	 	 	20	REGION 20: SAN ANTONIO	 
007906041	N	0	0	0	POTEET J H	 	N	N	N	N	N	N	N	N	N	N	N	64	50	1069	Y	686	29	29	1200	Y	350	58	55	1000	Y	580	.	75	.	 	.	ATASCOSA	007	70	16.5	425	386	308	79.8	10	2.6	M	 	POTEET ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
007906101	N	0	 	1	POTEET EL	 	N	N	N	N	N	N	N	N	N	N	N	75	50	202	Y	151	.	30	0	Z	.	72	55	200	Y	143	.	75	.	 	.	ATASCOSA	007	61	14.7	416	626	542	86.6	32	5.1	M	 	POTEET ISD	03	PK	PK - 03	E	 	 	20	REGION 20: SAN ANTONIO	 
007906102	N	0	0	0	POTEET INT	 	N	N	N	N	N	N	N	N	N	N	N	68	50	749	Y	511	37	30	1200	Y	444	62	55	800	Y	498	.	75	.	 	.	ATASCOSA	007	45	15.1	298	261	207	79.3	16	6.1	M	 	POTEET ISD	05	04	04 - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
008901001	N	1	0	1	BELLVILLE H S	 	N	N	N	N	N	N	N	N	N	N	N	85	50	2126	Y	1813	28	17	1800	Y	512	75	55	1500	Y	1123	90	75	700	Y	631.4	AUSTIN	008	51	7.4	687	625	232	37.1	13	2.1	M	 	BELLVILLE ISD	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE	 
008901041	N	0	0	0	BELLVILLE J H	 	N	N	N	N	N	N	N	N	N	N	N	80	50	1393	Y	1115	35	29	1600	Y	562	72	55	1200	Y	861	.	75	.	 	.	AUSTIN	008	45	9.2	491	481	208	43.2	14	2.9	M	 	BELLVILLE ISD	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE	 
008901101	N	0	 	0	O'BRYANT PRI	 	N	N	N	N	N	N	N	N	N	N	N	77	50	212	Y	163	.	30	0	Z	.	72	55	200	Y	143	.	75	.	 	.	AUSTIN	008	53	12.2	436	559	323	57.8	83	14.8	M	 	BELLVILLE ISD	03	EE	EE - 03	E	 	 	06	REGION 06: HUNTSVILLE	 
008901102	N	0	0	0	O'BRYANT INT	 	N	N	N	N	N	N	N	N	N	N	N	77	50	750	Y	581	35	30	1400	Y	491	69	55	900	Y	622	.	75	.	 	.	AUSTIN	008	31	11.2	276	257	133	51.8	26	10.1	M	 	BELLVILLE ISD	05	04	04 - 05	E	 	 	06	REGION 06: HUNTSVILLE	 
008901105	N	0	1	0	WEST END EL	 	N	N	N	N	N	N	N	N	N	N	N	91	50	221	Y	202	51	30	800	Y	409	89	55	400	Y	354	.	75	.	 	.	AUSTIN	008	17	11.6	147	160	75	46.9	21	13.1	M	 	BELLVILLE ISD	05	KG	KG - 05	E	 	 	06	REGION 06: HUNTSVILLE	 
008902001	N	1	1	1	SEALY H S	 	N	N	N	N	N	N	N	N	N	N	N	78	50	2704	Y	2112	27	17	2000	Y	530	68	55	1500	Y	1019	86	75	700	Y	599.3	AUSTIN	008	110	13.4	823	778	412	53	31	4	M	 	SEALY ISD	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE	 
008902041	N	0	0	1	SEALY J H	 	N	N	N	N	N	N	N	N	N	N	N	79	50	1854	Y	1457	36	29	1600	Y	573	71	55	1200	Y	851	.	75	.	 	.	AUSTIN	008	62	9.1	684	647	375	58	38	5.9	M	 	SEALY ISD	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE	 
008902102	N	0	 	0	SELMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	78	50	326	Y	253	.	30	0	Z	.	72	55	400	Y	288	.	75	.	 	.	AUSTIN	008	80	12.9	622	850	541	63.6	179	21.1	M	 	SEALY ISD	03	EE	EE - 03	E	 	 	06	REGION 06: HUNTSVILLE	 
008902103	N	1	0	0	SELMAN INT	 	N	N	N	N	N	N	N	N	N	N	N	79	50	1142	Y	898	46	30	1600	Y	742	74	55	1000	Y	742	.	75	.	 	.	AUSTIN	008	44	10.5	421	401	249	62.1	46	11.5	M	 	SEALY ISD	05	04	04 - 05	E	 	 	06	REGION 06: HUNTSVILLE	 
008903001	N	1	0	1	BRAZOS H S	 	N	N	N	N	N	N	N	N	N	N	N	76	50	861	Y	651	24	17	1200	Y	286	74	55	1000	Y	741	92	75	200	Y	184.8	AUSTIN	008	33	12.6	262	235	117	49.8	5	2.1	M	 	BRAZOS ISD	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE	 
008903041	N	0	0	0	BRAZOS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	85	50	536	Y	454	39	29	1200	Y	468	83	55	800	Y	664	.	75	.	 	.	AUSTIN	008	31	14	222	192	116	60.4	10	5.2	M	 	BRAZOS ISD	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE	 
008903102	N	0	0	0	BRAZOS EL	 	N	N	N	N	N	N	N	N	N	N	N	78	50	409	Y	317	44	30	1200	Y	525	74	55	600	Y	442	.	75	.	 	.	AUSTIN	008	39	12	324	394	233	59.1	83	21.1	M	 	BRAZOS ISD	05	PK	PK - 05	E	 	 	06	REGION 06: HUNTSVILLE	 
009901001	N	1	0	0	MULESHOE H S	 	N	N	N	N	N	N	N	N	N	N	N	73	50	1285	Y	934	25	17	1400	Y	356	70	55	1000	Y	702	93	75	400	Y	370.5	BAILEY	009	54	14.6	369	355	271	76.3	25	7	M	 	MULESHOE ISD	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK	 
009901002	N	 	 	 	P E P	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	29	25	17	Y	5	.	9	0	Z	.	.	30	0	Z	.	100	45	100	Y	91.7	BAILEY	009	19	76	25	8	8	100	0	0	A	 	MULESHOE ISD	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK	 
009901041	N	0	0	0	WATSON J H	 	N	N	N	N	N	N	N	N	N	N	N	72	50	893	Y	644	36	29	1200	Y	426	67	55	1000	Y	669	.	75	.	 	.	BAILEY	009	41	12	342	327	264	80.7	20	6.1	M	 	MULESHOE ISD	08	06	06 - 08	M	 	 	17	REGION 17: LUBBOCK	 
009901101	N	0	0	0	MARY DESHAZO EL	 	N	N	N	N	N	N	N	N	N	Y	N	69	50	751	Y	516	36	30	1200	Y	427	64	55	800	Y	511	.	75	.	 	.	BAILEY	009	46	12.2	377	326	271	83.1	57	17.5	M	 	MULESHOE ISD	05	03	03 - 05	E	 	 	17	REGION 17: LUBBOCK	 
009901103	N	 	 	 	DILLMAN EL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	BAILEY	009	45	15.6	288	470	413	87.9	166	35.3	M	 	MULESHOE ISD	02	EE	EE - 02	E	009901101	MARY DESHAZO EL	17	REGION 17: LUBBOCK	 
010901001	N	1	0	1	MEDINA H S	 	N	N	N	N	N	N	N	N	N	N	N	83	50	405	Y	335	24	17	1000	Y	237	82	55	500	Y	409	89	75	400	Y	354.8	BANDERA	010	34	19	179	142	75	52.8	5	3.5	M	 	MEDINA ISD	12	07	07 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
010901101	N	0	0	0	MEDINA EL	 	N	N	N	N	N	N	N	N	N	N	N	89	50	142	Y	127	41	30	800	Y	327	82	55	300	Y	246	.	75	.	 	.	BANDERA	010	21	18.1	116	124	84	67.7	13	10.5	M	 	MEDINA ISD	06	EE	EE - 06	E	 	 	20	REGION 20: SAN ANTONIO	 
010902001	N	0	1	0	BANDERA H S	 	N	N	N	N	N	N	N	N	N	N	N	85	50	2640	Y	2236	29	17	1800	Y	520	78	55	1000	Y	779	84	75	700	Y	589	BANDERA	010	117	14.4	813	767	302	39.4	7	0.9	M	 	BANDERA ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
010902041	N	0	0	0	BANDERA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	78	50	1531	Y	1198	35	29	1200	Y	414	69	55	1000	Y	689	.	75	.	 	.	BANDERA	010	81	13.4	603	540	280	51.9	16	3	M	 	BANDERA ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
010902101	N	0	1	0	ALKEK EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	636	Y	468	51	30	1200	Y	610	66	55	700	Y	464	.	75	.	 	.	BANDERA	010	58	11.7	494	604	368	60.9	57	9.4	M	 	BANDERA ISD	05	PK	PK - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
010902102	N	0	0	0	HILL COUNTRY EL	 	N	N	N	N	N	N	N	N	N	N	N	75	50	572	Y	427	34	30	1200	Y	407	71	55	600	Y	425	.	75	.	 	.	BANDERA	010	61	13.8	441	532	271	50.9	23	4.3	M	 	BANDERA ISD	05	EE	EE - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
011901001	N	1	1	1	BASTROP H S	 	N	N	N	N	N	N	N	N	N	N	N	78	50	4367	Y	3414	29	17	2400	Y	688	72	55	1500	Y	1074	86	75	1000	Y	859.7	BASTROP	011	275	16.8	1635	1257	664	52.8	50	4	M	 	BASTROP ISD	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN	 
011901002	N	1	1	1	CEDAR CREEK H S	 	N	N	N	N	N	N	N	N	N	N	N	75	50	4758	Y	3579	26	17	2000	Y	523	70	55	1500	Y	1049	95	75	600	Y	568	BASTROP	011	154	15.4	1002	1281	828	64.6	106	8.3	M	 	BASTROP ISD	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN	 
011901022	N	 	 	 	GENESIS H S	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	65	25	37	Y	24	.	9	0	Z	.	75	30	400	Y	299	97	45	300	Y	268.2	BASTROP	011	85	92.4	92	49	38	77.6	2	4.1	A	 	BASTROP ISD	12	10	10 - 12	S	 	 	13	REGION 13: AUSTIN	 
011901033	N	 	 	 	GATEWAY SCH	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	BASTROP	011	206	100	206	32	22	68.8	2	6.3	X	 	BASTROP ISD	12	07	07 - 12	S	 	 	13	REGION 13: AUSTIN	 
011901041	N	0	0	0	BASTROP MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	76	50	2165	Y	1639	37	29	1800	Y	671	67	55	1500	Y	1011	.	75	.	 	.	BASTROP	011	101	14.3	706	648	379	58.5	40	6.2	M	 	BASTROP ISD	08	07	07 - 08	M	 	 	13	REGION 13: AUSTIN	 
011901101	N	0	0	0	EMILE EL	 	N	N	N	N	N	N	N	N	N	N	N	70	50	434	Y	303	36	30	800	Y	287	62	55	500	Y	309	.	75	.	 	.	BASTROP	011	69	15.2	454	532	287	53.9	6	1.1	M	 	BASTROP ISD	04	EE	EE - 04	E	 	 	13	REGION 13: AUSTIN	 
011901102	N	0	0	0	MINA EL	 	N	N	N	N	N	N	N	N	N	N	N	79	50	339	Y	267	45	30	800	Y	362	76	55	500	Y	382	.	75	.	 	.	BASTROP	011	84	20.3	414	425	233	54.8	50	11.8	M	 	BASTROP ISD	04	KG	KG - 04	E	 	 	13	REGION 13: AUSTIN	 
011901103	N	0	0	0	CEDAR CREEK EL	 	N	N	N	N	N	N	N	N	N	N	N	56	50	592	Y	333	42	30	1000	Y	417	64	55	600	Y	382	.	75	.	 	.	BASTROP	011	101	15.2	664	831	684	82.3	456	54.9	M	 	BASTROP ISD	04	EE	EE - 04	E	 	 	13	REGION 13: AUSTIN	 
011901104	N	1	0	0	BASTROP INT	 	N	N	N	N	N	N	N	N	N	N	N	73	50	1510	Y	1109	34	29	1800	Y	612	70	55	800	Y	558	.	75	.	 	.	BASTROP	011	102	13.4	762	648	408	63	75	11.6	M	 	BASTROP ISD	06	05	05 - 06	M	 	 	13	REGION 13: AUSTIN	 
011901106	N	0	0	1	CEDAR CREEK MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	72	50	2547	Y	1832	38	29	2000	Y	750	71	55	1000	Y	709	.	75	.	 	.	BASTROP	011	115	14.1	817	749	549	73.3	136	18.2	M	 	BASTROP ISD	08	07	07 - 08	M	 	 	13	REGION 13: AUSTIN	 
011901107	N	0	0	1	RED ROCK EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	417	Y	273	33	30	1200	Y	396	62	55	600	Y	369	.	75	.	 	.	BASTROP	011	75	15.2	494	643	497	77.3	241	37.5	M	 	BASTROP ISD	04	EE	EE - 04	E	 	 	13	REGION 13: AUSTIN	 
011901108	N	1	1	1	CEDAR CREEK INT	 	N	N	N	N	N	N	N	N	N	N	N	72	50	1794	Y	1292	44	29	1600	Y	710	77	55	600	Y	463	.	75	.	 	.	BASTROP	011	100	12.9	773	744	545	73.3	203	27.3	M	 	BASTROP ISD	06	05	05 - 06	M	 	 	13	REGION 13: AUSTIN	 
011901109	N	0	0	1	BLUEBONNET EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	434	Y	322	30	30	1200	Y	357	73	55	600	Y	440	.	75	.	 	.	BASTROP	011	101	19.6	515	649	492	75.8	211	32.5	M	 	BASTROP ISD	04	PK	PK - 04	E	 	 	13	REGION 13: AUSTIN	 
011901110	N	0	0	0	LOST PINES EL	 	N	N	N	N	N	N	N	N	N	N	N	67	50	556	Y	373	35	30	1200	Y	417	71	55	600	Y	423	.	75	.	 	.	BASTROP	011	105	17.8	591	780	672	86.2	311	39.9	M	 	BASTROP ISD	04	EE	EE - 04	E	 	 	13	REGION 13: AUSTIN	 
011902001	N	0	0	0	ELGIN H S	 	N	N	N	N	N	N	N	N	N	N	N	67	50	4391	Y	2929	19	17	2600	Y	490	62	55	1500	Y	924	90	75	900	Y	806.4	BASTROP	011	163	13.1	1241	1211	758	62.6	63	5.2	M	 	ELGIN ISD	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN	 
011902004	N	 	 	 	PHOENIX H S	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	43	25	21	Y	9	.	9	0	Z	.	.	30	0	Z	.	100	45	100	Y	80	BASTROP	011	56	77.8	72	36	23	63.9	0	0	A	 	ELGIN ISD	12	10	10 - 12	S	 	 	13	REGION 13: AUSTIN	 
011902041	N	0	0	0	ELGIN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	66	50	2518	Y	1653	34	29	2000	Y	675	61	55	1500	Y	917	.	75	.	 	.	BASTROP	011	128	13.2	972	898	615	68.5	81	9	M	 	ELGIN ISD	08	06	06 - 08	M	 	 	13	REGION 13: AUSTIN	 
011902101	N	0	0	0	BOOKER T WASHINGTON EL	 	N	N	N	N	N	N	N	N	N	N	N	75	50	672	Y	505	42	30	1200	Y	505	78	55	800	Y	621	.	75	.	 	.	BASTROP	011	72	13.3	542	607	445	73.3	195	32.1	M	 	ELGIN ISD	05	KG	KG - 05	E	 	 	13	REGION 13: AUSTIN	 
011902102	N	0	0	0	ELGIN EL	 	N	N	N	N	N	N	N	N	N	N	N	57	50	670	Y	385	42	30	1200	Y	505	61	55	1100	Y	672	.	75	.	 	.	BASTROP	011	89	17.1	519	784	660	84.2	268	34.2	M	 	ELGIN ISD	05	EE	EE - 05	E	 	 	13	REGION 13: AUSTIN	 
