CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
003907041	0	0	0	0	0	0	0	CENTRAL J H	 	N	N	N	N	N	N	N	N	N	N	N	76	60	815	Y	619	34	28	800	Y	274	36	27	1200	Y	432	26	13	.	Y	.	.	26.3	ANGELINA	003	77	14.1	548	471	272	57.7	4	0.8	M	 	CENTRAL ISD	003907	08	05	05 - 08	M	 	 	07	REGION 07: KILGORE
003907102	0	 	0	0	0	 	 	CENTRAL EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	306	Y	229	40	30	400	Y	158	40	28	600	Y	241	30	12	.	Y	.	.	29.7	ANGELINA	003	83	15.9	522	637	378	59.3	46	7.2	M	 	CENTRAL ISD	003907	04	EE	EE - 04	E	 	 	07	REGION 07: KILGORE
004901001	1	0	0	0	0	0	1	ROCKPORT-FULTON H S	 	N	N	N	N	N	N	N	N	N	N	N	81	60	1113	Y	900	23	15	600	Y	139	48	31	1600	Y	769	78	57	23.4	Y	18.4	21.9	13.8	ARANSAS	004	154	15.4	999	940	428	45.5	6	0.6	M	 	ARANSAS COUNTY ISD	004901	12	09	09 - 12	S	 	 	02	REGION 02: CORPUS CHRISTI
004901041	0	0	0	1	0	1	0	ROCKPORT-FULTON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	78	60	1339	Y	1039	40	28	800	Y	319	38	27	1600	Y	612	35	13	.	Y	.	.	35.3	ARANSAS	004	131	15.8	829	731	382	52.3	29	4	M	 	ARANSAS COUNTY ISD	004901	08	06	06 - 08	M	 	 	02	REGION 02: CORPUS CHRISTI
004901101	0	 	0	0	0	0	 	FULTON 4-5 LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	80	60	847	Y	674	41	30	600	Y	246	40	28	1200	Y	474	22	12	.	Y	.	.	21.7	ARANSAS	004	86	16.1	534	508	297	58.5	19	3.7	M	 	ARANSAS COUNTY ISD	004901	05	04	04 - 05	E	 	 	02	REGION 02: CORPUS CHRISTI
004901102	 	 	 	 	 	 	 	LITTLE BAY PRI	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ARANSAS	004	.	.	.	311	230	74	23	7.4	M	 	ARANSAS COUNTY ISD	004901	KG	EE	EE - KG	E	004901103	LIVE OAK 1-3 LEARNING CENTER	02	REGION 02: CORPUS CHRISTI
004901103	0	 	0	0	0	 	 	LIVE OAK 1-3 LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	Y	N	73	60	208	Y	151	35	30	200	Y	70	37	28	400	Y	149	33	12	.	Y	.	.	33.3	ARANSAS	004	160	19	840	756	464	61.4	40	5.3	M	 	ARANSAS COUNTY ISD	004901	03	01	01 - 03	E	 	 	02	REGION 02: CORPUS CHRISTI
005901001	0	0	0	1	1	1	0	ARCHER CITY H S	 	N	N	N	N	N	N	N	N	N	N	N	83	60	349	Y	291	38	15	400	Y	150	39	31	1000	Y	387	78	57	25	Y	23.3	16.4	13.4	ARCHER	005	27	10.8	251	233	63	27	2	0.9	M	 	ARCHER CITY ISD	005901	12	07	07 - 12	S	 	 	09	REGION 09: WICHITA FALLS
005901101	1	 	1	0	1	0	 	ARCHER CITY EL	 	N	N	N	N	N	N	N	N	N	N	N	92	60	188	Y	173	42	30	400	Y	168	50	28	600	Y	300	50	12	.	Y	.	.	50	ARCHER	005	21	9.7	216	249	116	46.6	6	2.4	M	 	ARCHER CITY ISD	005901	06	PK	PK - 06	E	 	 	09	REGION 09: WICHITA FALLS
005902001	0	0	0	0	0	0	0	HOLLIDAY H S	 	N	N	N	N	N	N	N	N	N	N	N	91	60	337	Y	307	17	15	400	Y	67	50	31	800	Y	399	83	57	24.6	Y	22.3	22.6	13.8	ARCHER	005	33	11.3	293	257	46	17.9	0	0	M	 	HOLLIDAY ISD	005902	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS
005902041	0	0	0	0	0	1	0	HOLLIDAY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	81	60	426	Y	343	39	28	400	Y	155	38	27	800	Y	303	45	13	.	Y	.	.	44.5	ARCHER	005	22	9.7	226	221	48	21.7	0	0	M	 	HOLLIDAY ISD	005902	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS
005902101	0	 	0	0	0	0	 	HOLLIDAY EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	339	Y	300	38	30	400	Y	150	40	28	600	Y	239	42	12	.	Y	.	.	42	ARCHER	005	30	8.8	342	423	119	28.1	3	0.7	M	 	HOLLIDAY ISD	005902	05	EE	EE - 05	E	 	 	09	REGION 09: WICHITA FALLS
005904001	0	1	0	0	0	0	1	WINDTHORST H S	 	N	N	N	N	N	N	N	N	N	N	N	89	60	215	Y	192	29	15	400	Y	114	48	31	800	Y	384	86	57	24.7	Y	22.9	25	13.8	ARCHER	005	10	5.9	170	170	55	32.4	2	1.2	M	 	WINDTHORST ISD	005904	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS
005904041	1	0	0	0	1	0	0	WINDTHORST JH	 	N	N	N	N	N	N	N	N	N	N	N	92	60	199	Y	183	39	28	600	Y	236	49	27	1000	Y	490	33	13	.	Y	.	.	32.7	ARCHER	005	6	5.1	118	103	37	35.9	5	4.9	M	 	WINDTHORST ISD	005904	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS
005904101	1	 	0	1	0	0	 	WINDTHORST EL	 	N	N	N	N	N	N	N	N	N	N	N	92	60	127	Y	117	56	30	400	Y	225	51	28	600	Y	306	48	12	.	Y	.	.	47.5	ARCHER	005	11	7.3	150	185	66	35.7	31	16.8	M	 	WINDTHORST ISD	005904	05	PK	PK - 05	E	 	 	09	REGION 09: WICHITA FALLS
006902001	1	1	0	1	0	0	1	CLAUDE H S	 	N	N	N	N	N	N	N	N	N	N	N	88	60	298	Y	261	40	15	400	Y	158	50	31	1000	Y	501	80	57	24.6	Y	20.2	21.4	14.1	ARMSTRONG	006	20	9.5	210	198	78	39.4	1	0.5	M	 	CLAUDE ISD	006902	12	06	06 - 12	B	 	 	16	REGION 16: AMARILLO
006902101	0	 	0	0	0	0	 	CLAUDE EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	106	Y	87	43	30	400	Y	173	41	28	600	Y	246	35	12	.	Y	.	.	34.5	ARMSTRONG	006	19	14	136	159	68	42.8	2	1.3	M	 	CLAUDE ISD	006902	05	PK	PK - 05	E	 	 	16	REGION 16: AMARILLO
007901001	0	0	0	0	0	0	0	CHARLOTTE H S	 	N	N	N	N	N	N	N	N	N	N	N	70	60	241	Y	168	24	15	400	Y	97	38	31	800	Y	307	67	57	23.9	Y	18.5	18.2	6.6	ATASCOSA	007	23	15.1	152	137	92	67.2	6	4.4	M	 	CHARLOTTE ISD	007901	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007901003	 	 	 	 	 	 	 	DISTRICT REASSIGNMENT & OPPORTUNIT	 	N	N	N	Y	N	N	Y	N	N	N	N	.	60	.	X	.	.	28	0	X	.	.	27	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	10	100	10	2	1	50	0	0	X	 	CHARLOTTE ISD	007901	08	07	07 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007901041	0	0	0	0	0	0	0	CHARLOTTE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	66	60	271	Y	180	42	28	400	Y	168	26	27	800	N	210	17	13	.	Y	.	.	17	ATASCOSA	007	26	15	173	152	108	71.1	8	5.3	I	 	CHARLOTTE ISD	007901	08	05	05 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007901101	0	 	0	0	0	 	 	CHARLOTTE EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	80	Y	66	40	30	200	Y	80	40	28	400	Y	160	14	12	.	Y	.	.	14	ATASCOSA	007	34	19.4	175	222	155	69.8	18	8.1	M	 	CHARLOTTE ISD	007901	04	PK	PK - 04	E	 	 	20	REGION 20: SAN ANTONIO
007902001	0	0	0	0	0	0	0	JOURDANTON H S	 	N	N	N	N	N	N	N	N	N	N	N	77	60	663	Y	510	17	15	600	Y	100	40	31	1600	Y	640	76	57	23	Y	19.9	23.1	10.3	ATASCOSA	007	74	14.5	510	488	231	47.3	5	1	M	 	JOURDANTON ISD	007902	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007902005	 	 	 	 	 	 	 	ATASCOSA COUNTY JUVENILE JUSTICE C	 	N	N	N	N	N	N	N	N	N	N	N	.	60	0	Z	0	.	15	0	Z	.	.	31	0	Z	.	.	.	.	Z	.	.	.	ATASCOSA	007	64	100	64	13	6	46.2	0	0	Z	 	JOURDANTON ISD	007902	11	08	08 - 11	S	 	 	20	REGION 20: SAN ANTONIO
007902006	 	 	 	 	 	 	 	JOURDANTON DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	27	100	27	1	1	100	0	0	X	 	JOURDANTON ISD	007902	09	09	09 - 09	S	 	 	20	REGION 20: SAN ANTONIO
007902041	0	0	0	0	0	1	1	JOURDANTON J H	 	N	N	N	N	N	N	N	N	N	N	N	75	60	646	Y	484	39	28	600	Y	234	36	27	1600	Y	574	32	13	.	Y	.	.	31.7	ATASCOSA	007	60	15	401	361	212	58.7	4	1.1	M	 	JOURDANTON ISD	007902	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007902101	0	 	0	0	0	0	 	JOURDANTON EL	 	N	N	N	N	N	N	N	N	N	N	N	73	60	502	Y	365	43	30	600	Y	258	34	28	1200	Y	405	28	12	.	Y	.	.	28.3	ATASCOSA	007	104	16.8	618	770	469	60.9	26	3.4	M	 	JOURDANTON ISD	007902	05	PK	PK - 05	E	 	 	20	REGION 20: SAN ANTONIO
007904001	0	0	0	0	0	0	0	LYTLE H S	 	N	N	N	N	N	N	N	N	N	N	N	72	60	702	Y	503	23	15	600	Y	136	37	31	1600	Y	589	81	57	23.5	Y	23.5	24.7	9.1	ATASCOSA	007	91	15.9	571	510	340	66.7	20	3.9	M	 	LYTLE ISD	007904	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007904002	 	 	 	 	 	 	 	LYTLE DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	39	100	39	8	6	75	1	12.5	X	 	LYTLE ISD	007904	10	06	06 - 10	B	 	 	20	REGION 20: SAN ANTONIO
007904041	0	0	0	0	0	0	0	LYTLE JUNIOR HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	51	60	692	N	352	28	28	600	Y	167	24	27	1800	N	432	17	13	.	Y	.	.	16.7	ATASCOSA	007	64	15.2	422	363	254	70	36	9.9	I	 	LYTLE ISD	007904	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007904101	0	 	0	0	0	0	 	LYTLE EL	 	N	N	N	N	N	N	N	N	N	Y	N	53	60	584	N	310	37	30	800	Y	293	24	28	1200	N	283	18	12	.	Y	.	.	17.7	ATASCOSA	007	94	16.5	570	523	371	70.9	53	10.1	I	 	LYTLE ISD	007904	05	02	02 - 05	E	 	 	20	REGION 20: SAN ANTONIO
007904103	 	 	 	 	 	 	 	LYTLE PRIMARY SCHOOL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ATASCOSA	007	27	18.4	147	316	257	81.3	36	11.4	I	 	LYTLE ISD	007904	01	EE	EE - 01	E	007904101	LYTLE EL	20	REGION 20: SAN ANTONIO
007905001	0	0	0	0	0	0	0	PLEASANTON H S	 	N	N	N	N	N	N	N	N	N	N	N	75	60	1389	Y	1045	19	15	600	Y	113	41	31	1600	Y	650	77	57	24.6	Y	18.7	22.2	11.1	ATASCOSA	007	198	18.8	1055	1004	396	39.4	20	2	M	 	PLEASANTON ISD	007905	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007905004	 	 	 	 	 	 	 	ATASCOSA CO ALTER	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	0	X	0	.	28	0	X	.	.	27	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	0	0	1	2	1	50	0	0	X	 	PLEASANTON ISD	007905	07	06	06 - 07	M	 	 	20	REGION 20: SAN ANTONIO
007905005	 	 	 	 	 	 	 	PLEASANTON ISD SCHOOL OF CHOICE	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	30	35	23	Z	7	.	7	0	Z	.	.	11	0	Z	.	100	45	100	Z	.	.	.	ATASCOSA	007	32	94.1	34	8	8	100	0	0	Z	 	PLEASANTON ISD	007905	12	10	10 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007905041	0	0	0	0	0	0	0	PLEASANTON J H	 	N	N	N	N	N	N	N	N	N	N	N	71	60	1128	Y	801	36	28	600	Y	215	37	27	1800	Y	670	29	13	.	Y	.	.	28.7	ATASCOSA	007	110	18.3	600	544	269	49.4	11	2	M	 	PLEASANTON ISD	007905	08	07	07 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007905103	0	 	0	0	0	 	 	PLEASANTON EL	 	N	N	N	N	N	N	N	N	N	Y	N	65	60	600	Y	392	31	30	600	Y	188	31	28	800	Y	245	31	12	.	Y	.	.	31.3	ATASCOSA	007	150	16.9	885	787	428	54.4	30	3.8	M	 	PLEASANTON ISD	007905	04	02	02 - 04	E	 	 	20	REGION 20: SAN ANTONIO
007905104	0	 	0	0	0	0	 	PLEASANTON INT	 	N	N	N	N	N	N	N	N	N	N	N	71	60	725	Y	516	37	28	600	Y	223	35	27	800	Y	278	29	13	.	Y	.	.	29.3	ATASCOSA	007	93	16.6	559	536	279	52.1	14	2.6	M	 	PLEASANTON ISD	007905	06	05	05 - 06	M	 	 	20	REGION 20: SAN ANTONIO
007905105	 	 	 	 	 	 	 	PLEASANTON PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ATASCOSA	007	67	21.8	308	687	439	63.9	35	5.1	M	 	PLEASANTON ISD	007905	01	EE	EE - 01	E	007905103	PLEASANTON EL	20	REGION 20: SAN ANTONIO
007906001	0	0	0	0	1	1	0	POTEET H S	 	N	N	N	N	N	N	N	N	N	N	N	71	60	774	Y	548	23	15	400	Y	93	39	31	800	Y	313	73	57	22.3	Y	18.2	22.8	9.4	ATASCOSA	007	81	15.7	516	463	303	65.4	15	3.2	M	 	POTEET ISD	007906	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007906041	0	0	0	1	0	0	0	POTEET J H	 	N	N	N	N	N	N	N	N	N	N	N	62	60	758	Y	468	37	28	600	Y	221	31	27	1800	Y	556	22	13	.	Y	.	.	21.7	ATASCOSA	007	61	14	436	399	285	71.4	12	3	M	 	POTEET ISD	007906	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007906101	0	 	0	 	0	 	 	POTEET EL	 	N	N	N	N	N	N	N	N	N	N	N	67	60	122	Y	82	.	30	0	Z	.	38	28	200	Y	75	28	12	.	Y	.	.	27.5	ATASCOSA	007	74	15.9	464	628	565	90	38	6.1	M	 	POTEET ISD	007906	03	EE	EE - 03	E	 	 	20	REGION 20: SAN ANTONIO
007906102	0	 	0	0	0	0	 	POTEET INT	 	N	N	N	N	N	N	N	N	N	N	N	59	60	451	N	265	35	30	600	Y	207	30	28	1200	Y	363	15	12	.	Y	.	.	15.3	ATASCOSA	007	44	16.2	272	252	183	72.6	13	5.2	M	 	POTEET ISD	007906	05	04	04 - 05	E	 	 	20	REGION 20: SAN ANTONIO
008901001	0	1	1	0	1	1	0	BELLVILLE H S	 	N	N	N	N	N	N	N	N	N	N	N	86	60	734	Y	632	27	15	800	Y	215	48	31	1600	Y	766	77	57	24.6	Y	20.3	19.3	12.3	AUSTIN	008	67	10.5	641	606	218	36	9	1.5	M	 	BELLVILLE ISD	008901	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
008901041	0	0	1	0	0	1	1	BELLVILLE J H	 	N	N	N	N	N	N	N	N	N	N	N	85	60	1017	Y	863	36	28	1000	Y	362	40	27	1800	Y	718	35	13	.	Y	.	.	34.8	AUSTIN	008	49	9.2	530	546	235	43	34	6.2	M	 	BELLVILLE ISD	008901	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
008901101	1	 	1	1	0	 	 	O'BRYANT PRI	 	N	N	N	N	N	N	N	N	N	N	N	84	60	118	Y	99	47	30	200	Y	93	46	28	400	Y	185	58	12	.	Y	.	.	57.5	AUSTIN	008	51	11.9	428	579	327	56.5	95	16.4	M	 	BELLVILLE ISD	008901	03	EE	EE - 03	E	 	 	06	REGION 06: HUNTSVILLE
008901102	0	 	0	0	0	0	 	O'BRYANT INT	 	N	N	N	N	N	N	N	N	N	N	N	77	60	483	Y	374	38	30	600	Y	226	39	28	1200	Y	473	25	12	.	Y	.	.	25.3	AUSTIN	008	29	9.7	298	280	152	54.3	23	8.2	M	 	BELLVILLE ISD	008901	05	04	04 - 05	E	 	 	06	REGION 06: HUNTSVILLE
008901105	0	 	0	0	0	0	 	WEST END EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	99	Y	87	39	30	200	Y	77	45	28	600	Y	270	36	12	.	Y	.	.	36	AUSTIN	008	12	8.8	136	148	64	43.2	21	14.2	M	 	BELLVILLE ISD	008901	05	KG	KG - 05	E	 	 	06	REGION 06: HUNTSVILLE
008902001	0	0	1	0	0	1	1	SEALY H S	 	N	N	N	N	N	N	N	N	N	N	N	79	60	1245	Y	981	19	15	1000	Y	194	41	31	2000	Y	810	79	57	24.3	Y	20	22.2	12	AUSTIN	008	95	11.4	831	853	444	52.1	41	4.8	M	 	SEALY ISD	008902	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
008902041	0	0	0	0	1	0	0	SEALY J H	 	N	N	N	N	N	N	N	N	N	N	N	74	60	1188	Y	885	36	28	1000	Y	363	36	27	1800	Y	641	28	13	.	Y	.	.	27.8	AUSTIN	008	42	6.3	672	627	361	57.6	54	8.6	M	 	SEALY ISD	008902	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
008902102	0	 	0	0	0	 	 	SELMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	167	Y	124	20	30	200	N	40	42	28	400	Y	166	35	12	.	Y	.	.	35	AUSTIN	008	80	12.7	628	932	576	61.8	205	22	M	 	SEALY ISD	008902	03	EE	EE - 03	E	 	 	06	REGION 06: HUNTSVILLE
008902103	0	 	0	0	0	1	 	SELMAN INT	 	N	N	N	N	N	N	N	N	N	N	N	75	60	668	Y	502	40	30	1000	Y	399	37	28	1400	Y	515	26	12	.	Y	.	.	25.8	AUSTIN	008	41	9.3	443	381	204	53.5	48	12.6	M	 	SEALY ISD	008902	05	04	04 - 05	E	 	 	06	REGION 06: HUNTSVILLE
008903001	0	0	0	0	0	0	0	BRAZOS H S	 	N	N	N	N	N	N	N	N	N	N	N	83	60	366	Y	305	22	15	600	Y	134	42	31	800	Y	339	83	57	24.5	Y	20.8	23.2	14.3	AUSTIN	008	34	12.8	265	252	127	50.4	7	2.8	M	 	BRAZOS ISD	008903	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
008903041	1	0	0	0	1	1	1	BRAZOS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	82	60	320	Y	262	41	28	600	Y	246	47	27	1600	Y	748	40	13	.	Y	.	.	40	AUSTIN	008	16	8.3	193	170	98	57.6	16	9.4	M	 	BRAZOS ISD	008903	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
008903102	0	 	0	0	0	0	 	BRAZOS EL	 	N	N	N	N	N	N	N	N	N	N	N	73	60	276	Y	202	35	30	600	Y	209	33	28	1000	Y	328	31	12	.	Y	.	.	30.7	AUSTIN	008	37	11.5	321	384	220	57.3	72	18.8	M	 	BRAZOS ISD	008903	05	PK	PK - 05	E	 	 	06	REGION 06: HUNTSVILLE
008903103	 	 	 	 	 	 	 	PRAIRIE HARBOR ALTERNATIVE SCHOOL	 	N	N	N	N	N	N	Y	N	N	N	Y	.	60	0	X	0	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	AUSTIN	008	16	100	16	30	30	100	1	3.3	X	 	BRAZOS ISD	008903	12	04	04 - 12	B	 	 	06	REGION 06: HUNTSVILLE
009901001	0	1	0	1	0	0	0	MULESHOE H S	 	N	N	N	N	N	N	N	N	N	N	N	82	60	477	Y	389	30	15	400	Y	119	48	31	800	Y	381	86	57	25	Y	24.3	22.8	14.3	BAILEY	009	47	12.9	363	354	280	79.1	27	7.6	M	 	MULESHOE ISD	009901	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK
009901002	 	 	 	 	 	 	 	P E P	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	37	35	38	Y	14	.	7	0	Z	.	19	11	200	Y	38	100	45	100	Y	.	.	.	BAILEY	009	22	71	31	9	7	77.8	0	0	A	 	MULESHOE ISD	009901	12	11	11 - 12	S	 	 	17	REGION 17: LUBBOCK
009901041	0	0	1	0	1	0	1	WATSON J H	 	N	N	N	N	N	N	N	N	N	N	N	77	60	507	Y	390	36	28	600	Y	215	40	27	1600	Y	646	30	13	.	Y	.	.	30.3	BAILEY	009	36	10.4	347	300	256	85.3	30	10	M	 	MULESHOE ISD	009901	08	06	06 - 08	M	 	 	17	REGION 17: LUBBOCK
009901101	0	 	0	0	0	0	 	MARY DESHAZO EL	 	N	N	N	N	N	N	N	N	N	Y	N	66	60	473	Y	310	41	30	800	Y	326	33	28	1200	Y	390	23	12	.	Y	.	.	22.7	BAILEY	009	41	11.8	348	320	267	83.4	63	19.7	M	 	MULESHOE ISD	009901	05	03	03 - 05	E	 	 	17	REGION 17: LUBBOCK
009901103	 	 	 	 	 	 	 	DILLMAN EL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	BAILEY	009	46	17.4	264	440	400	90.9	158	35.9	M	 	MULESHOE ISD	009901	02	EE	EE - 02	E	009901101	MARY DESHAZO EL	17	REGION 17: LUBBOCK
010901001	0	0	1	0	1	0	0	MEDINA SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	282	Y	232	36	15	400	Y	143	38	31	800	Y	305	71	57	25	Y	20	15.5	10.2	BANDERA	010	30	19.9	151	268	163	60.8	19	7.1	M	 	MEDINA ISD	010901	12	PK	PK - 12	B	 	 	20	REGION 20: SAN ANTONIO
010902001	0	1	1	0	1	1	1	BANDERA H S	 	N	N	N	N	N	N	N	N	N	N	N	87	60	871	Y	757	18	15	600	Y	107	46	31	1600	Y	732	78	57	23.4	Y	22.6	17.4	15	BANDERA	010	112	14.4	777	678	277	40.9	3	0.4	M	 	BANDERA ISD	010902	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
010902041	0	0	1	0	1	1	0	BANDERA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	79	60	913	Y	720	39	28	600	Y	234	40	27	1800	Y	724	36	13	.	Y	.	.	36.3	BANDERA	010	81	14.3	565	504	262	52	11	2.2	M	 	BANDERA ISD	010902	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
010902101	0	 	0	0	0	0	 	ALKEK EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	356	Y	267	39	30	600	Y	232	36	28	1000	Y	364	26	12	.	Y	.	.	26	BANDERA	010	91	18.8	485	571	362	63.4	52	9.1	M	 	BANDERA ISD	010902	05	EE	EE - 05	E	 	 	20	REGION 20: SAN ANTONIO
010902102	0	 	0	0	0	0	 	HILL COUNTRY EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	327	Y	267	45	30	600	Y	267	44	28	800	Y	350	34	12	.	Y	.	.	34	BANDERA	010	75	16.8	446	519	251	48.4	21	4	M	 	BANDERA ISD	010902	05	PK	PK - 05	E	 	 	20	REGION 20: SAN ANTONIO
011901001	0	0	1	0	1	1	1	BASTROP H S	 	N	N	N	N	N	N	N	N	N	N	N	77	60	1490	Y	1148	20	15	1000	Y	202	43	31	1800	Y	778	76	57	24	Y	17.6	21.9	12.5	BASTROP	011	225	17.1	1317	1252	634	50.6	58	4.6	M	 	BASTROP ISD	011901	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
011901002	1	1	1	1	0	1	0	CEDAR CREEK H S	 	N	N	N	N	N	N	N	N	N	N	N	75	60	1806	Y	1362	22	15	800	Y	174	45	31	1600	Y	716	75	57	23.7	Y	15.8	23.5	12.2	BASTROP	011	279	18.6	1502	1424	912	64	162	11.4	M	 	BASTROP ISD	011901	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
011901005	1	1	1	1	1	1	 	COLORADO RIVER COLLEGIATE ACADEMY	 	N	N	N	N	N	N	Y	N	N	N	N	95	60	132	Y	125	39	15	200	Y	78	61	31	600	Y	364	73	21	.	Y	.	.	72.5	BASTROP	011	.	.	.	58	43	74.1	4	6.9	M	 	BASTROP ISD	011901	09	09	09 - 09	S	 	 	13	REGION 13: AUSTIN
011901022	 	 	 	 	 	 	 	GENESIS H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	61	35	84	Y	51	.	7	0	Z	.	28	11	600	Y	165	100	33	70.6	Y	.	.	8.3	BASTROP	011	103	99	104	68	48	70.6	8	11.8	A	 	BASTROP ISD	011901	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
011901033	 	 	 	 	 	 	 	GATEWAY SCH	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	BASTROP	011	230	100	230	54	46	85.2	5	9.3	X	 	BASTROP ISD	011901	11	06	06 - 11	B	 	 	13	REGION 13: AUSTIN
011901041	0	0	0	0	0	0	0	BASTROP MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	73	60	1714	Y	1254	38	28	1400	Y	538	37	27	2800	Y	1037	23	13	.	Y	.	.	23.3	BASTROP	011	93	12.4	751	707	413	58.4	67	9.5	M	 	BASTROP ISD	011901	08	07	07 - 08	M	 	 	13	REGION 13: AUSTIN
011901101	0	 	0	0	0	 	 	EMILE EL	 	N	N	N	N	N	N	N	N	N	N	N	66	60	235	Y	155	36	30	600	Y	217	29	28	800	Y	234	32	12	.	Y	.	.	32.3	BASTROP	011	91	19.7	463	566	315	55.7	28	4.9	M	 	BASTROP ISD	011901	04	EE	EE - 04	E	 	 	13	REGION 13: AUSTIN
